"","MLS","sold_price","zipcode","longitude","latitude","lot_acres","taxes","year_built","bedrooms","bathrooms","sqrt_ft","garage","kitchen_features","fireplaces","floor_covering","HOA"
"1807","21802660","688000","85737","-110.968108","32.406554","0.41","7655.51","2006","5","3","3420","3","Dishwasher, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Wet Bar, Appliance Color: Stainless, Microwave: ss, Oven: ss","2","Carpet, Concrete","71"
"1808","21818124","7e+05","85719","-110.939017","32.22889","0.23","3643.63","1935","4","3","2799","1","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Butler, Refrigerator, Appliance Color: Stainless, Microwave: Over Stove","3","Ceramic Tile, Concrete, Wood","0"
"1809","21804950","645146","85745","-111.077053","32.268752","4.09","5922.1","1997","4","4","3286","3","Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Water Purifier, Appliance Color: Black, Countertops: tile, Microwave: ., Oven: .","2","Ceramic Tile","78.09"
"1810","21818252","695000","85737","-110.987392","32.408859","1.76","10540.64","2002","4","4","4458","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Black, Countertops: Granite, Oven: GE","2","Carpet, Ceramic Tile, Wood","45"
"1811","21818977","699900","85737","-111.004487","32.415894","0.72","7664.68","2006","5","5","3959","4","Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Slab Granite","1","Carpet, Ceramic Tile, Concrete","17"
"1812","21826374","675000","85755","-110.987166","32.428733","0.58","6736","2001","4","3","3186","3","Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Prep Sink, Refrigerator, Reverse Osmosis, Appliance Color: Black, Countertops: Granite, Microwave: -, Oven: -","1","Carpet, Ceramic Tile","18"
"1813","3057749","620000","85646","-111.066782","31.601831","10.31","5365.14","2004","3","4","list(2849)","3","Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Soap Stone, Microwave","3","Ceramic Tile, Wood","78.09"
"1814","21908947","699900","85755","-110.964351","32.442932","0.34","6104.54","2013","5","4","4019","4","Dishwasher, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Slab Granite, Microwave: Builkt-in","0","Carpet, Ceramic Tile","125"
"1815","21903844","690684","85743","-111.095291","32.309378","3.61","8848","2004","5","4","4589","3","Desk, Dishwasher, Garbage Disposal, Gas Range, Pantry: Butler, Refrigerator, Appliance Color: Stainless, Countertops: Slate","4","Other: Travertine","135"
"1816","4116323","620000","85646","-111.066643","31.601812","10.31","5365.14","2004","3","3.5","2849","3","Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Soapstone","3","Ceramic Tile, Wood","78.09"
"1817","21817831","688000","85716","-110.934923","32.22851","0.14","1","2018","3","4","3287","3","Dishwasher, Double Sink, Garbage Disposal, Pantry: Closet, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless","0","Carpet, Ceramic Tile","125"
"1818","21333518","669000","85658","-111.09357","32.460558","0.75","7759.3","2006","4","4","3541","3","Dishwasher, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile","83"
"1819","21802771","690000","85658","-111.090321","32.458841","0.59","8495.27","2006","3","3","3052","3","Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Warming Drawer, Appliance Color: Stainless, Oven: Wall","2","Carpet, Natural Stone","88"
"1820","21726888","713700","85718","-110.89443","32.333016","0.78","6932.65","1969","4","5","3914","2","Compactor, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Lazy Susan, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Oven: Double","1","Carpet, Ceramic Tile, Wood","6"
"1821","21519523","694000","85749","-110.766125","32.270122","3.33","5534.84","2007","4","4","3762","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Natural Stone","0"
"1822","21207790","7e+05","85750","-110.852218","32.314821","0.9","4563","1989","5","4","3442","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","4","Carpet, Ceramic Tile","40"
"1823","21728133","650000","85750","-110.841477","32.297331","1.1","9326.05","1995","5","3","3877","3","Desk, Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Black, Countertops: granite","3","Carpet, Concrete, Natural Stone","0"
"1824","21830314","931000","85747","-110.740428","32.156365","6.6","6110","1973","6","6","4973","0","Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Indoor Grill, Island, Pantry: Butler, Refrigerator, Appliance Color: Black, Countertops: Corian - wood, Microwave: microwave, Oven: oven","2","Carpet, Ceramic Tile, Mexican Tile, Natural Stone","78.09"
"1825","21812485","672500","85737","-110.986446","32.406551","1","7366.02","1992","4","3","3551","3","Compactor, Dishwasher, Electric Range, Garbage Disposal, Island, Lazy Susan, Pantry: Cabinet, Refrigerator, Appliance Color: Black, Countertops: Granite, Microwave: Built In, Oven: GE","3","Laminate, Mexican Tile, Natural Stone, Wood","5.5"
"1826","21331102","675000","85755","-110.984948","32.457213","0.44","6146.5","2002","4","3","3804","2","Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","176"
"1827","21404992","679000","85718","-110.909504","32.33235","0.71","4185.09","1969","4","4","3287","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Natural Stone","6"
"1828","21408873","675000","85718","-110.924067","32.307067","1.82","8071.9","1960","5","5","5780","2","Garbage Disposal, Refrigerator, Oven","2","Mexican Tile, Other","0"
"1829","21329465","5e+05","85718","-110.928779","32.309874","1.45","7710.47","1976","6","4","5178","2","Dishwasher, Garbage Disposal, Microwave, Oven","4","Carpet, Mexican Tile","0"
"1830","21412881","680000","85750","-110.866786","32.298991","0.7","4437.91","1982","5","4","4632","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Ceramic Tile, Wood","30"
"1831","21400135","640000","85742","-111.030665","32.354452","0.85","6347","1980","3","3","3766","3","Dishwasher, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile","50"
"1832","21433236","673500","85749","-110.747289","32.296713","3.31","5496","2006","4","3","3366","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave","2","Carpet, Ceramic Tile","109"
"1833","21502192","699000","85755","-110.950525","32.451172","1.05","7393","2000","4","3","3161","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","67"
"1834","21506790","699000","85718","-110.894912","32.330131","0.93","6377.15","1992","4","4","3487","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile","5"
"1835","21429058","667500","85755","-110.951464","32.453553","1.15","7320","1998","4","3","3165","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Mexican Tile","67"
"1836","21500709","675000","85750","-110.850117","32.282272","1.66","4955","1998","4","3","3043","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Ceramic Tile, Natural Stone","100"
"1837","21507045","640000","85718","-110.912806","32.304245","1.56","7067.96","1988","5","4","4334","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Concrete, Wood","194"
"1838","21431830","680000","85750","-110.852066","32.321064","0.15","2321","1997","3","3","2771","2","Dishwasher, Garbage Disposal, Microwave, Oven","1","Carpet, Natural Stone","97"
"1839","21511588","685000","85750","-110.864427","32.286124","1","7078.08","2006","4","3","3158","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile, Wood","20"
"1840","21516079","628000","85716","-110.921282","32.226024","0.44","4024.11","1950","4","4","3835","2","Dishwasher, Garbage Disposal, Refrigerator, Oven","1","Carpet, Ceramic Tile, Concrete, Wood","0"
"1841","21525508","668000","85755","-110.985653","32.432333","0.76","6151.61","2001","3","3","3632","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Ceramic Tile, Natural Stone","10"
"1842","21513976","690000","85750","-110.869855","32.313344","0.96","4463.86","1987","4","3","3209","5","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Natural Stone, Wood","42"
"1843","21530882","680000","85719","-110.936309","32.245289","0.32","3251.35","1961","4","3","2929","3","Dishwasher, Garbage Disposal, Refrigerator, Oven","2","Concrete","1"
"1844","21605821","596000","85643","-109.935643","32.351352","471","10264.42","1964","4","3","2338","0","Dishwasher, Refrigerator, Oven","1","Carpet, Ceramic Tile","0"
"1845","21518935","680000","85718","-110.909507","32.332343","0.71","4447.9","1969","4","4","3287","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Natural Stone","6"
"1846","21512427","650000","85742","-111.067019","32.40217","3.31","6711","2002","5","4","3912","5","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Ceramic Tile","0"
"1847","21610794","686000","85718","-110.936084","32.312581","1.11","6252.87","2001","4","3","3382","3","Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Ceramic Tile, Concrete","3"
"1848","21614298","655000","85718","-110.921928","32.307982","1","4739","1960","4","4","3047","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Concrete, Mexican Tile","5"
"1849","21602029","698000","85750","-110.844004","32.291893","0.45","6221.07","1996","4","5","3354","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","101"
"1850","21625246","630000","85750","-110.873137","32.331769","0.73","8809.73","1992","4","3","3428","3","Dishwasher, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile","226"
"1851","21601343","622500","85750","-110.83876","32.32002","0.48","10035","1987","4","4","3806","3","Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Natural Stone","142"
"1852","21623642","699000","85737","-110.933919","32.412474","1.01","6056.67","2003","5","3","3628","4","Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","0","Carpet, Natural Stone","44"
"1853","21633083","695000","85745","-111.108953","32.243477","6.31","5447.47","2010","5","4","4628","6","None","3","Concrete","0"
"1854","21624958","668000","85739","-110.861298","32.55164","0.31","4920.48","2005","3","4","3646","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","165"
"1855","21625238","665000","85718","-110.918397","32.312143","0.85","5790","1995","3","3","2757","2","Dishwasher, Refrigerator, Oven","1","Ceramic Tile, Wood","195"
"1856","21700428","680000","85718","-110.92827","32.33036","0.72","7046.81","1999","4","3","3241","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Ceramic Tile","0"
"1857","21706065","705000","85718","-110.898771","32.276082","0.43","6661.68","2002","5","4","3834","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Concrete, Wood","45"
"1858","21201496","675000","85715","-110.860623","32.263038","0.63","9214.73","1989","5","4","4533","2","Dishwasher, Refrigerator, Microwave, Oven","3","Carpet, Mexican Tile","79"
"1859","21624899","650000","85712","-110.878069","32.261654","0.49","4478","1938","2","2","2475","0","Dishwasher, Garbage Disposal, Refrigerator, Appliance Color: Stainless","1","Carpet, Concrete, Mexican Tile","0"
"1860","21204363","675000","85749","-110.765907","32.26621","3.3","5278.17","2005","5","5","3737","3","Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile, Other","0"
"1861","21200421","662000","85658","-111.089538","32.460391","0.77","9422.15","2005","4","4","3541","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","76"
"1862","21101829","699000","85704","-110.966623","32.315976","1.28","854.48","2009","4","5","5290","4","Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","3","Natural Stone","0"
"1863","21204360","630000","85737","-111.004485","32.415912","0.72","5960","2006","5","5","3959","4","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Concrete","17"
"1864","21208387","630000","85718","-110.938466","32.335268","0.83","5684","1993","4","4","3034","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Natural Stone, Wood","0"
"1865","21209531","685000","85718","-110.939653","32.346896","0.8","6112","1993","3","3","3106","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile, Wood","111"
"1866","21201577","690000","85750","-110.833103","32.310405","0.9","7731.34","1997","5","3","4504","3","Dishwasher, Garbage Disposal, Microwave, Oven","3","Carpet, Natural Stone","50"
"1867","21202464","671000","85737","-110.982994","32.408054","1.1","5210.86","1990","5","4","4108","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Mexican Tile, Natural Stone","5"
"1868","21224572","650000","85750","-110.86804","32.319567","1.1","5666.94","1992","3","3","3170","6","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Ceramic Tile","40"
"1869","21225266","685000","85737","-110.984771","32.399009","2.24","6184.28","1987","5","3","3946","3","Dishwasher, Microwave, Oven","2","Carpet, Ceramic Tile, Natural Stone, Wood","0"
"1870","21229517","672000","85718","-110.919252","32.312193","0.92","5564.22","1995","4","3","3149","2","Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Mexican Tile","153"
"1871","21227265","690000","85715","-110.86633","32.262945","0.8","6324.19","1964","5","5","4481","4","Dishwasher, Garbage Disposal, Refrigerator, Oven","2","Carpet, Natural Stone","79"
